Home Team:,HTX,42,2-2
Away Team:,ATL,22,0-4
 
Stadium:,The Swisha House,Houston TX
 
Play:,Ball:,Offense:,Defense:,Kickoff:,Down:,Distance:,LOS:,Passing Yards:,Incomplete:,Rushing Yards:,Kicking Yards:,Punting Yards:,Return Yards:,Sack:,FG:,TD:,Safety:,Interception:,Fumble:,Turnover:,Minor Injury:,Major Injury:,Injured Position:,Penalty:,Penalty Type:,Penalty Yards:,Was Accepted?:
First Quarter:
4,ATL,Play Action,Cover 2,False,3,6,28,0,True,0,0,0,0,False,False,False,False,False,False,False,True,False,,False,,0,False
5,ATL,Punt,,False,4,6,28,0,False,0,0,60,16,False,False,False,False,False,False,False,False,False,,False,,0,False
6,HTX,Flood,Cover 1 Mike Dog,False,1,10,28,19,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
7,HTX,Flood,Cover 0 Bullets,False,1,10,47,14,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
8,HTX,Screen Pass,Cover 0 Bullets,False,1,10,61,7,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Unnecessary Roughness,-15,True
9,HTX,Play Action,Cover 3,False,2,25,46,21,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Unnecessary Roughness,-15,True
10,HTX,Play Action,Cover 3,False,3,40,31,15,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
11,HTX,Punt,,False,4,25,46,0,False,0,0,54,20,False,False,False,False,False,False,False,False,False,,False,,0,False
12,ATL,Play Action,Cover 2,False,1,10,20,-5,False,0,0,0,0,True,False,False,False,False,False,False,False,False,,False,,0,False
13,ATL,Blast,Cover 2,False,2,15,15,0,False,1,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
14,ATL,Draw,Cover 2,False,3,14,16,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
15,ATL,Punt,,False,4,14,16,0,False,0,0,55,11,False,False,False,False,False,False,False,False,False,,False,,0,False
16,HTX,Play Action,Cover 2,False,1,10,40,15,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
17,HTX,Play Action,Cover 3,False,1,10,55,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Defense: Pass Interference,15,True
18,HTX,Flood,Cover 3,False,1,10,70,17,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
19,HTX,Slants,Cover 3,False,1,10,87,7,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
20,HTX,Play Action,Cover 1 Mike Dog,False,2,3,94,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
21,HTX,Play Action,Cover 3,False,3,3,94,6,False,0,0,0,0,False,False,True,False,False,False,False,False,False,,False,,0,False
22,HTX,Field Goal,,False,0,0,85,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
23,HTX,Kickoff,,True,0,0,0,0,False,0,65,0,25,False,False,False,False,False,False,False,False,False,,False,,0,False
24,ATL,Power,Cover 2,False,1,10,25,0,False,8,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
25,ATL,Power,Cover 3,False,2,2,33,0,False,17,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: False Start,-5,True
26,ATL,Draw,Cover 1 Mike Dog,False,2,7,28,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
27,ATL,Power,Cover 1 Mike Dog,False,3,7,28,0,False,10,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
28,ATL,Draw,Cover 2,False,1,10,38,0,False,10,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
29,ATL,Flood,Cover 2,False,1,10,48,8,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
30,ATL,Sweep,Cover 3,False,2,2,56,0,False,-4,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
31,ATL,Power,Cover 2,False,3,6,52,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
32,ATL,Punt,,False,4,6,52,0,False,0,0,48,20,False,False,False,False,False,False,False,False,False,,False,,0,False
33,HTX,Power,Cover 0 Bullets,False,1,10,20,0,False,-1,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
34,HTX,Power,Cover 0 Bullets,False,2,11,19,0,False,4,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
35,HTX,Draw,Cover 2,False,3,7,23,0,False,6,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
 
Fourth Quarter:
1,HTX,Punt,,False,4,1,29,0,False,0,0,55,24,False,False,False,False,False,False,False,False,False,,False,,0,False
2,ATL,Flood,Cover 2,False,1,10,40,16,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
3,ATL,Streaks,Cover 3,False,1,10,56,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
4,ATL,Flood,Cover 2,False,2,10,56,9,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
5,ATL,Power,Cover 3,False,3,1,65,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
6,ATL,Field Goal,,False,4,1,65,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
7,ATL,Kickoff,,True,0,0,0,0,False,0,60,0,16,False,False,False,False,False,False,False,False,False,,False,,0,False
8,HTX,Slants,Cover 1 Mike Dog,False,1,10,21,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
9,HTX,Play Action,Cover 1 Mike Dog,False,2,10,21,-5,False,0,0,0,0,True,False,False,False,False,False,False,True,False,,False,,0,False
10,HTX,Slants,Cover 0 Bullets,False,3,15,16,-6,False,0,0,0,0,True,False,False,False,False,False,False,False,False,,False,,0,False
11,HTX,Punt,,False,4,21,10,0,False,0,0,50,9,False,False,False,False,False,False,False,False,False,,False,,0,False
12,ATL,Draw,Cover 3,False,1,10,49,0,False,0,0,0,0,False,False,False,False,False,False,False,True,False,,False,,0,False
13,ATL,Power,Cover 3,False,2,10,49,0,False,14,0,0,0,False,False,False,False,False,False,False,False,False,,True,Defense: Holding,5,False
14,ATL,Draw,Cover 3,False,1,10,63,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Holding,-10,True
15,ATL,Draw,Cover 3,False,1,20,53,0,False,1,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
16,ATL,Flood,Cover 2,False,2,19,54,5,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
17,ATL,Flood,Cover 3,False,3,14,59,14,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
18,ATL,Play Action,Cover 2,False,1,10,73,24,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Holding,-10,True
19,ATL,Play Action,Cover 3,False,1,20,63,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
20,ATL,Draw,Cover 1 Mike Dog,False,2,20,63,0,False,19,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
21,ATL,Play Action,Cover 2,False,3,1,82,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
22,ATL,Field Goal,,False,4,1,82,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
23,ATL,Kickoff,,True,0,0,0,0,False,0,65,0,25,False,False,False,False,False,False,False,False,False,,False,,0,False
24,HTX,Draw,Cover 1 Mike Dog,False,1,10,25,0,False,8,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
25,HTX,Screen Pass,Cover 1 Mike Dog,False,2,2,33,25,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
26,HTX,Draw,Cover 3,False,1,10,58,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: False Start,-5,True
27,HTX,Play Action,Cover 2,False,1,15,53,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
28,HTX,Play Action,Cover 2,False,2,15,53,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Defense: Illegal Use of Hands,5,True
29,HTX,Flood,Cover 2,False,1,10,58,17,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
30,HTX,Screen Pass,Cover 2,False,1,10,75,12,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
31,HTX,Draw,Cover 2,False,1,10,87,0,False,13,0,0,0,False,False,True,False,False,False,False,False,False,,False,,0,False
32,HTX,Field Goal,,False,0,0,85,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
33,HTX,Kickoff,,True,0,0,0,0,False,0,55,0,14,False,False,False,False,False,False,False,False,False,,False,,0,False
34,ATL,Flood,Cover 3,False,1,10,24,12,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
35,ATL,Slants,Cover 3,False,1,10,36,2,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
