Home Team:,MTL,30,3-6,Montreal,Ouis
Away Team:,KON,12,5-4,Kelowna,Keions
 
Stadium:,The Canadian Lourve,Montreal QU
 
Play:,Ball:,Offense:,Defense:,Kickoff:,Down:,Distance:,LOS:,Passing Yards:,Incomplete:,Rushing Yards:,Kicking Yards:,Punting Yards:,Return Yards:,Sack:,FG:,TD:,Safety:,Interception:,Fumble:,Turnover:,Minor Injury:,Major Injury:,Injured Position:,Penalty:,Penalty Type:,Penalty Yards:,Was Accepted?:
First Quarter:
13,MTL,Option,Cover 0 Bullets,False,2,10,20,0,False,14,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
14,MTL,Play Action,Cover 0 Bullets,False,1,10,34,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
15,MTL,Draw,Cover 0 Bullets,False,2,10,34,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
16,MTL,Screen Pass,Cover 3,False,3,8,36,40,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
17,MTL,Blast,Cover 3,False,1,10,76,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
18,MTL,Slants,Cover 0 Bullets,False,2,10,76,6,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
19,MTL,Power,Cover 1 Mike Dog,False,3,4,82,0,False,5,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
20,MTL,Option,Cover 0 Bullets,False,1,10,87,0,False,8,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
21,MTL,Play Action,Cover 0 Bullets,False,2,2,95,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
22,MTL,Sweep,Cover 0 Bullets,False,3,2,95,0,False,5,0,0,0,False,False,True,False,False,False,False,False,False,,False,,0,False
23,MTL,Field Goal,,False,0,0,85,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
24,MTL,Kickoff,,True,0,0,0,0,False,0,65,0,25,False,False,False,False,False,False,False,False,False,,False,,0,False
25,KON,Sweep,Cover 2,False,1,10,25,0,False,-6,0,0,0,False,False,False,False,False,False,False,True,False,,False,,0,False
