Home Team:,MIN,31,3-3,Minneapolis,Snowbos
Away Team:,ASP,7,1-5,Anchorage,Snow Pandas
 
Stadium:,Mall of America Parking Lot,Minneapolis MN
 
Play:,Ball:,Offense:,Defense:,Kickoff:,Down:,Distance:,LOS:,Passing Yards:,Incomplete:,Rushing Yards:,Kicking Yards:,Punting Yards:,Return Yards:,Sack:,FG:,TD:,Safety:,Interception:,Fumble:,Turnover:,Minor Injury:,Major Injury:,Injured Position:,Penalty:,Penalty Type:,Penalty Yards:,Was Accepted?:
First Quarter:
2,MIN,Sweep,Cover 2,False,1,10,27,0,False,8,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
3,MIN,Blast,Cover 0 Bullets,False,2,2,35,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
4,MIN,Draw,Cover 3,False,1,10,37,0,False,5,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
5,MIN,Draw,Cover 2,False,2,5,42,0,False,12,0,0,0,False,False,False,False,False,False,False,False,False,,True,Defense: Illegal Use of Hands,5,False
6,MIN,Flood,Cover 1 Mike Dog,False,1,10,54,11,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
7,MIN,Power,Cover 0 Bullets,False,1,10,65,0,False,-5,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
8,MIN,Draw,Cover 0 Bullets,False,2,15,60,0,False,14,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
9,MIN,Draw,Cover 3,False,3,1,74,0,False,5,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
10,MIN,Blast,Cover 2,False,1,10,79,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
11,MIN,Power,Cover 2,False,2,8,81,0,False,7,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
12,MIN,Scissors,Cover 2,False,3,1,88,-4,False,0,0,0,0,True,False,False,False,False,False,False,False,False,,False,,0,False
13,MIN,Field Goal,,False,4,5,84,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
14,MIN,Kickoff,,True,0,0,0,0,False,0,65,0,25,False,False,False,False,False,False,False,False,False,,False,,0,False
15,ASP,Power,Cover 2,False,1,10,25,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
16,ASP,Play Action,Cover 4,False,2,8,27,14,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
17,ASP,Streaks,Cover 1 Mike Dog,False,1,10,41,-4,False,0,0,0,0,True,False,False,False,False,False,False,False,False,,False,,0,False
18,ASP,Flood,Cover 1 Mike Dog,False,2,14,37,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
19,ASP,Blast,Cover 4,False,3,14,37,0,False,5,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
20,ASP,Punt,,False,4,9,42,0,False,0,0,55,8,False,False,False,False,False,False,False,False,False,,False,,0,False
21,MIN,Power,Cover 3,False,1,10,11,0,False,7,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
22,MIN,Power,Cover 0 Bullets,False,2,3,18,0,False,9,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
23,MIN,Streaks,Cover 3,False,1,10,27,59,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
24,MIN,Option,Cover 0 Bullets,False,1,10,86,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
25,MIN,Draw,Cover 2,False,2,10,86,0,False,9,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
26,MIN,Power,Cover 2,False,3,1,95,0,False,5,0,0,0,False,False,True,False,False,False,False,False,False,,False,,0,False
27,MIN,Field Goal,,False,0,0,85,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
28,MIN,Kickoff,,True,0,0,0,0,False,0,65,0,25,False,False,False,False,False,False,False,False,False,,False,,0,False
29,ASP,Power,Hulk,False,1,10,25,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: False Start,-5,True
30,ASP,Play Action,Hulk,False,1,15,20,15,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
31,ASP,Play Action,Cover 1 Mike Dog,False,1,10,35,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
32,ASP,Play Action,Cover 3,False,2,10,35,-1,False,0,0,0,0,True,False,False,False,False,False,False,False,False,,False,,0,False
33,ASP,Flood,Cover 3,False,3,11,34,8,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
34,ASP,Punt,,False,4,3,42,0,False,0,0,40,18,False,False,False,False,False,False,False,False,False,,False,,0,False
35,MIN,Draw,Cover 0 Bullets,False,1,10,36,0,False,1,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
 
Fourth Quarter:
1,MIN,Power,Cover 3,False,2,9,37,0,False,9,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
2,MIN,Power,Cover 3,False,1,10,46,0,False,8,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
3,MIN,Power,Cover 0 Bullets,False,2,2,54,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Unnecessary Roughness,-15,True
4,MIN,Play Action,Cover 1 Mike Dog,False,3,17,39,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
5,MIN,Punt,,False,4,17,39,0,False,0,0,45,7,False,False,False,False,False,False,False,False,False,,False,,0,False
6,ASP,Screen Pass,Cover 2,False,1,10,23,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
7,ASP,Flood,Cover 4,False,2,10,23,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
8,ASP,Play Action,Cover 0 Bullets,False,3,10,23,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Holding,-10,False
9,ASP,Punt,,False,4,10,23,0,False,0,0,45,16,False,False,False,False,False,False,False,False,False,,False,,0,False
10,MIN,Power,Cover 0 Bullets,False,1,10,48,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
11,MIN,Sweep,Cover 3,False,2,10,48,0,False,-4,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
12,MIN,Power,Cover 2,False,3,14,44,0,False,8,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
13,MIN,Punt,,False,4,6,52,0,False,0,0,45,7,False,False,False,False,False,False,False,False,False,,False,,0,False
14,ASP,Draw,Cover 1 Mike Dog,False,1,10,10,0,False,10,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
15,ASP,Play Action,Cover 4,False,1,10,20,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
16,ASP,Blast,Cover 1 Mike Dog,False,2,10,20,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
17,ASP,Flood,Cover 2,False,3,8,22,15,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Illegal Formation,-5,True
18,ASP,Flood,Cover 1 Mike Dog,False,3,13,17,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
19,ASP,Punt,,False,4,13,17,0,False,0,0,50,12,False,False,False,False,False,False,False,False,False,,False,,0,False
20,MIN,Blast,Cover 0 Bullets,False,1,10,45,0,False,4,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
21,MIN,Draw,Cover 1 Mike Dog,False,2,6,49,0,False,15,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
22,MIN,Blast,Cover 1 Mike Dog,False,1,10,64,0,False,2,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
23,MIN,Draw,Cover 2,False,2,8,66,0,False,10,0,0,0,False,False,False,False,False,False,False,False,False,,True,Offense: Holding,-10,True
24,MIN,Power,Cover 2,False,2,18,56,0,False,6,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
25,MIN,Sweep,Cover 2,False,3,12,62,0,False,15,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
26,MIN,Power,Cover 0 Bullets,False,1,10,77,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
27,MIN,Draw,Cover 2,False,2,10,77,0,False,19,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
28,MIN,Draw,Cover 3,False,1,10,96,0,False,4,0,0,0,False,False,True,False,False,False,False,False,False,,False,,0,False
29,MIN,Field Goal,,False,0,0,85,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
30,MIN,Kickoff,,True,0,0,0,0,False,0,60,0,18,False,False,False,False,False,False,False,False,False,,False,,0,False
31,ASP,Option,Cover 0 Bullets,False,1,10,23,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
32,ASP,Sweep,Cover 0 Bullets,False,2,10,23,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,True,Defense: Encroachment,5,True
33,ASP,Power,Cover 2,False,2,5,28,0,False,10,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
34,ASP,Power,Cover 0 Bullets,False,1,10,38,0,False,7,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
35,ASP,Flood,Cover 1 Mike Dog,False,2,3,45,-1,False,0,0,0,0,True,False,False,False,False,False,False,False,False,,False,,0,False
